date,open,high,low,close,volume
2000-01-20,93.0231,93.0231,91.0254,91.6188,5800100
2000-01-21,92.0935,92.0935,91.1836,91.4210,6244800
2000-01-24,92.1924,92.3111,88.2365,88.8299,7896900
2000-01-25,88.9387,89.8386,87.9794,89.8386,9942500
2000-01-26,89.2453,89.5913,88.6716,89.1266,5158100
2000-01-27,89.7793,90.0166,87.4255,88.7705,10922700
2000-01-28,88.2563,88.6519,85.7838,86.0014,11916200
2000-01-31,85.9619,88.4046,85.4476,88.3354,10768700
2000-02-01,88.4541,89.6804,87.6826,89.2057,8419900
2000-02-02,89.4232,90.0364,88.8497,89.2848,6205900
2000-02-03,89.1661,90.6694,88.6123,90.6298,7997500
2000-02-04,90.6298,91.1441,89.9573,90.2540,4925400
2000-02-07,90.2342,90.3727,89.5222,90.1156,5845800
2000-02-08,91.1243,91.5001,90.9067,91.3419,4936400
2000-02-09,91.4408,91.4408,89.4134,89.4232,8511500
2000-02-10,89.6408,90.2342,89.1661,89.6013,6690600
2000-02-11,89.7793,89.8386,87.3662,87.7816,9849800
2000-02-14,88.4738,88.4738,87.5442,88.2958,8528800
2000-02-15,88.1376,89.3837,87.2178,89.2947,11078300
2000-02-16,88.8497,89.2057,87.8507,87.9794,8845400
2000-02-17,88.8892,88.8892,87.4848,87.5244,7584200
2000-02-18,87.9002,87.9002,85.2102,85.6454,9409200
2000-02-22,85.5663,86.2981,84.5179,85.4278,16415400
2000-02-23,85.8432,87.0101,85.1311,86.4366,12119000
2000-02-24,86.5157,86.7332,84.2410,84.6960,17375000
2000-02-25,85.5663,86.5354,84.2608,84.3894,10559900
2000-02-28,84.4190,86.5157,84.0036,86.1596,13397800
2000-02-29,86.1201,86.9904,85.9223,86.9904,8242500
2000-03-01,87.1091,87.9794,86.8519,87.6233,6868000
2000-03-02,87.7816,88.0585,86.9310,87.6826,7600200
2000-03-03,88.8892,89.7002,88.4343,89.3244,12770300
2000-03-06,89.1266,89.4628,87.8211,88.4541,11967100
2000-03-07,88.6123,88.7112,85.5860,86.7431,20062000
2000-03-08,86.3772,87.2475,85.4673,86.6344,11808500
2000-03-09,86.8717,89.1661,86.1596,89.1661,5500900
2000-03-10,88.7310,89.8782,88.3156,88.6914,7924600
2000-03-13,86.5157,88.9090,85.8827,87.7222,10540500
2000-03-14,88.1574,88.6716,86.1794,86.4761,8263900
2000-03-15,86.6344,88.8892,86.1201,88.4936,10300800
2000-03-16,89.6408,92.9440,89.1661,92.6275,25601400
2000-03-17,92.5243,93.9124,92.2864,93.2382,10272900
2000-03-20,93.1985,93.4959,91.8699,92.7623,12502300
2000-03-21,92.3458,95.0228,91.6915,94.6659,13612600
2000-03-22,94.9039,95.7168,94.3486,95.2409,8260000
2000-03-23,94.6461,97.3825,94.6461,96.8670,11654500
2000-03-24,97.0058,98.8301,96.2721,97.4420,11462900
2000-03-27,97.3231,97.5808,96.3316,96.4109,8798600
2000-03-28,95.9747,97.0751,95.5582,95.8557,6334400
2000-03-29,96.1730,96.7579,94.9633,95.9548,6747500
2000-03-30,95.2806,96.4009,93.3572,94.3486,9491900
2000-03-31,94.9435,96.6489,94.1900,95.4194,9249100
2000-04-03,95.2608,95.9747,94.3486,95.9747,8508200
2000-04-04,96.2919,97.0851,89.7184,95.2608,19585500
2000-04-05,93.8331,95.6970,93.6744,94.6659,8387200
2000-04-06,95.3401,96.2523,94.5469,95.4888,6378500
2000-04-07,96.1730,96.5299,95.4987,96.0936,6023600
2000-04-10,96.2919,97.1545,95.3798,95.7168,9624200
2000-04-11,95.1815,96.2126,94.1503,95.4392,9006400
2000-04-12,95.4194,95.9151,92.7424,92.8217,10779200
2000-04-13,93.5753,94.0115,91.2354,91.5329,12225800
2000-04-14,90.5017,90.6207,84.7115,86.2979,29604000
2000-04-17,85.7823,89.3120,85.4650,89.3120,23918200
2000-04-18,89.1930,91.6716,88.6972,91.6716,11069200
2000-04-19,91.6915,92.0881,90.4422,90.8190,6553700
2000-04-20,91.0966,91.3346,90.3431,91.2552,8537600
2000-04-24,89.7879,90.9380,89.1533,90.2638,12893100
2000-04-25,91.7708,94.0115,91.6518,94.0115,14102000
2000-04-26,93.8925,94.3883,92.6433,92.9506,7711100
2000-04-27,90.7397,93.4959,90.7397,92.6433,15595300
2000-04-28,93.2778,93.8231,92.0484,92.0682,8743400
2000-05-01,93.0002,94.2197,92.5441,93.3175,7328300
2000-05-02,92.3260,93.3572,91.4535,91.4535,9411900
2000-05-03,91.3742,91.3742,88.6972,89.3120,12630700
2000-05-04,90.1051,90.3331,89.3120,89.9862,5963600
2000-05-05,89.5102,91.3742,89.4309,91.0767,7862400
2000-05-08,90.5810,90.9776,90.0060,90.3926,5064100
2000-05-09,90.7793,90.9974,89.0046,89.6689,5620300
2000-05-10,89.1533,89.4507,87.4083,87.6463,10293900
2000-05-11,88.9154,89.7879,88.2808,89.6490,7091100
2000-05-12,89.9862,91.0371,89.8672,90.6207,5960800
2000-05-15,90.5810,92.3954,90.1051,92.1872,4441300
2000-05-16,93.0002,93.7339,92.2071,93.0796,8192200
2000-05-17,92.4450,92.7623,91.6716,92.1079,5907200
2000-05-18,92.4054,92.8416,90.9776,90.9776,4325600
2000-05-19,90.4621,90.8883,89.0938,89.5499,6518400
2000-05-22,89.6292,89.7680,86.9324,88.8757,10839400
2000-05-23,89.1137,89.3516,87.2893,87.5670,7979200
2000-05-24,87.5670,89.2723,86.6151,88.9947,11081500
2000-05-25,89.2723,89.9862,87.3885,87.4678,8278900
2000-05-26,88.0825,88.6378,87.1406,87.5670,4814000
2000-05-30,88.8360,90.7000,88.4989,90.4224,5362700
2000-05-31,90.4621,91.3742,90.1646,90.6207,6056500
2000-06-01,91.1759,92.2864,90.7397,92.2071,8961600
2000-06-02,94.5073,94.6064,93.5852,93.8132,8962200
2000-06-05,93.5753,94.0512,93.1985,93.3572,6998100
2000-06-06,93.0399,93.7736,92.5838,92.9407,4858900
2000-06-07,93.0399,93.9124,92.6433,93.5852,4919500
2000-06-08,93.5951,93.7538,92.6830,93.2183,5723100
2000-06-09,93.5951,93.8925,92.4054,93.0200,3085300
2000-06-12,93.2580,93.2580,91.9294,91.9294,3678900
2000-06-13,91.8898,93.7538,91.7708,93.6546,6558700
2000-06-14,94.0710,94.4676,93.3968,93.8132,6420500
2000-06-15,93.9917,94.3883,93.1787,94.0115,5881200
2000-06-16,94.3341,94.3341,92.7837,93.2409,5567900
2000-06-19,93.1614,94.8707,93.0222,94.4334,5106900
2000-06-20,94.2546,94.6919,93.4993,94.0956,6480000
2000-06-21,93.4595,94.4136,93.4297,94.0558,3115000
2000-06-22,93.8571,93.9366,92.2272,92.6247,7490500
2000-06-23,92.7440,92.9427,91.5116,91.8297,4863300
2000-06-26,92.4657,93.0222,92.1477,93.0123,5201300
2000-06-27,92.8532,93.3204,92.2371,92.3265,4159500
2000-06-28,92.6247,93.4893,92.4259,92.5850,5347700
2000-06-29,92.0682,92.7042,91.2830,91.7104,6345700
2000-06-30,91.5514,92.6048,91.5215,92.4060,7420200
2000-07-03,92.5055,93.7776,92.3464,93.6781,1436600
2000-07-05,93.1017,93.2806,91.8297,91.9887,2748200
2000-07-06,92.1874,93.1614,91.7302,92.7042,5963200
2000-07-07,93.3005,94.6322,93.0222,94.1949,3034800
2000-07-10,94.0558,94.7117,93.8372,94.0359,2816100
2000-07-11,93.7974,94.8509,93.5986,94.2347,5431600
2000-07-12,94.9502,95.4869,94.5726,94.8509,5883000
2000-07-13,95.3974,95.6459,94.8906,95.2683,5356000
2000-07-14,95.6857,96.2025,95.1987,96.2025,5341900
2000-07-17,96.0335,96.6695,95.8447,96.0435,4208300
2000-07-18,95.8050,95.8050,94.9900,95.2583,4262100
2000-07-19,95.0695,95.3478,94.2943,94.4931,8506800
2000-07-20,94.7714,95.8050,94.6521,95.8050,4538900
2000-07-21,95.2484,95.2484,93.9366,93.9366,5656900
2000-07-24,94.2148,94.6819,93.2210,93.3999,5628500
2000-07-25,93.9763,94.0359,93.3601,93.6980,4757100
2000-07-26,93.4794,93.5986,92.6346,92.7837,12062500
2000-07-27,92.8235,93.2608,92.0284,92.4657,7652600
2000-07-28,92.6843,92.8036,90.0109,90.3786,6229500
2000-07-31,90.9153,91.6706,90.3588,90.9551,5265500
2000-08-01,91.3526,92.0483,91.0346,91.5116,3946600
2000-08-02,91.5116,92.4855,91.3526,91.9688,7439800
2000-08-03,90.8756,92.7440,90.7166,92.6048,4607100
2000-08-04,93.0620,93.3204,92.4855,93.1017,3686600
2000-08-07,93.3204,94.4136,93.1017,94.2148,4159800
2000-08-08,93.8173,94.6521,93.8173,94.5726,3658700
2000-08-09,94.8608,94.9105,93.7378,93.7776,5383800
2000-08-10,93.8372,94.0458,93.0421,93.3204,4193400
2000-08-11,93.2608,94.1353,92.5850,93.7576,5089400
2000-08-14,93.9962,95.1292,93.5390,94.9502,2966700
2000-08-15,94.9900,95.2882,94.4931,94.8707,5564600
2000-08-16,94.9701,95.3677,94.0359,94.5329,5191600
2000-08-17,94.5726,95.6857,94.3539,95.5267,5652200
2000-08-18,95.6459,95.6459,94.9105,95.2087,4626400
2000-08-21,95.4273,95.8646,95.0297,95.7255,2380600
2000-08-22,95.7652,96.2422,95.4670,95.5664,3075300
2000-08-23,95.2882,96.2223,94.9502,95.9441,5483200
2000-08-24,96.1428,96.3615,95.7255,96.2422,4529000
2000-08-25,96.1428,96.4410,96.0037,96.2025,2822200
2000-08-28,96.2025,97.2559,96.2025,96.5304,5518700
2000-08-29,96.3218,96.6000,95.9838,96.5503,3561900
2000-08-30,96.2422,96.3615,95.6260,95.6260,3964800
2000-08-31,96.0832,97.3752,95.9838,96.8981,4863100
2000-09-01,97.4746,97.6932,96.6795,96.9976,3191200
2000-09-05,96.6000,96.8087,95.9242,96.2223,3470800
2000-09-06,96.1627,96.6497,95.1093,95.1292,4322200
2000-09-07,95.5664,96.0932,95.2981,95.9441,4265500
2000-09-08,95.5863,95.7255,94.9801,95.2882,3518200
2000-09-11,95.2484,96.1627,94.5726,95.1490,3937500
2000-09-12,95.2484,95.5664,94.4136,94.4534,4769100
2000-09-13,94.1353,94.9900,93.9167,94.7018,7691600
2000-09-14,95.3279,95.3677,94.2347,95.1788,3397100
2000-09-15,94.4967,94.5365,93.1017,93.1017,4085700
2000-09-18,93.3409,93.7195,91.9559,92.2448,5109300
2000-09-19,92.5438,93.3010,92.2747,93.0818,6588200
2000-09-20,92.9025,93.1216,91.2883,92.3943,6508100
2000-09-21,92.1253,92.8228,90.9496,90.9894,5972300
2000-09-22,90.9496,92.6633,90.8200,92.6434,7791300
2000-09-25,93.0619,93.1416,91.6470,91.9858,9726300
2000-09-26,92.0655,92.4641,90.8100,90.8100,5302400
2000-09-27,91.5474,91.8064,90.6307,91.2883,7186200
2000-09-28,91.3083,93.3110,91.1189,92.4641,7036400
2000-09-29,92.7630,93.0818,91.5873,91.5873,9333600
2000-10-02,92.0057,92.4043,91.2784,91.7267,5517800
2000-10-03,92.1651,92.9423,90.7303,90.8699,9347200
2000-10-04,91.1090,91.9858,90.3916,91.6271,6148900
2000-10-05,91.4477,92.3644,91.3880,91.9459,4566900
2000-10-06,91.7467,92.2349,89.1162,89.9532,10014900
2000-10-09,90.1126,90.1126,88.8771,89.2757,4508000
2000-10-10,89.3354,90.0728,87.8010,87.8010,6104700
2000-10-11,87.7612,88.3988,86.1669,87.0637,10346000
2000-10-12,87.5419,87.7412,84.6723,84.8916,12336900
2000-10-13,84.7720,87.7811,84.7322,87.7213,11778800
2000-10-16,87.6216,88.1497,87.1633,88.1198,5659000
2000-10-17,88.2793,88.3590,85.7086,85.9278,7831700
2000-10-18,84.5727,86.8046,82.9984,85.6090,10897300
2000-10-19,87.2629,88.9269,87.0039,88.8372,8767300
2000-10-20,88.2394,90.0329,88.2394,89.2158,7373500
2000-10-23,89.2358,89.9332,88.5981,89.6144,5290000
2000-10-24,89.8934,90.5112,88.6380,89.0166,5750700
2000-10-25,88.4785,88.9967,86.8046,86.9242,9137600
2000-10-26,87.4423,87.7811,85.4694,87.1633,9345800
2000-10-27,87.9206,88.8173,87.1235,88.8173,9762900
2000-10-30,88.2793,89.9731,88.0999,89.6144,10154100
2000-10-31,89.9233,91.6271,89.3155,91.1588,7752400
2000-11-01,90.7104,91.3481,90.0528,90.8499,6753600
2000-11-02,91.2883,91.7666,90.8798,90.9994,11395100
2000-11-03,91.4876,91.6670,90.7901,91.0492,5187100
2000-11-06,91.2883,92.0156,91.2086,91.6869,4042500
2000-11-07,91.2784,91.8264,90.9097,91.6670,5231300
2000-11-08,91.8662,91.8662,89.6343,89.6343,6123300
2000-11-09,89.2757,90.0528,87.5220,89.2955,10635300
2000-11-10,88.6380,88.9369,87.0637,87.1235,8569500
2000-11-13,86.4858,87.3526,84.8218,86.4459,17285300
2000-11-14,87.6615,89.0365,87.3626,88.7177,7668900
2000-11-15,88.6778,89.3453,87.8409,88.9967,8837700
2000-11-16,88.3689,89.1959,87.5619,87.6017,6684100
2000-11-17,87.5619,88.6380,86.5655,87.1334,6551100
2000-11-20,86.5655,86.9640,85.6488,85.8880,5458500
2000-11-21,86.0075,86.8445,85.1407,86.3264,7684300
2000-11-22,85.6687,86.0075,84.2539,84.2638,5736900
2000-11-24,85.2104,86.0673,85.2104,85.9876,3411600
2000-11-27,87.0238,87.1633,86.2865,86.7448,5992000
2000-11-28,86.1669,87.1035,85.2204,85.2503,5336100
2000-11-29,85.6887,86.6651,84.9812,85.0909,6914100
2000-11-30,84.4930,85.1307,82.7394,84.3535,11201600
2000-12-01,84.9314,85.4894,83.5365,84.3136,7587200
2000-12-04,84.0945,85.3698,83.8553,85.0310,6996600
2000-12-05,86.0075,88.1597,85.7086,87.8209,8883400
2000-12-06,87.8608,88.2195,86.1071,86.4160,12888000
2000-12-07,86.0075,86.6452,85.2303,85.2303,6529100
2000-12-08,87.4025,88.9369,85.3698,85.4296,10276300
2000-12-11,87.6017,88.9967,87.1832,88.3988,6405600
2000-12-12,88.1198,88.5184,87.6017,88.0202,5022900
2000-12-13,88.7974,88.8970,86.7448,86.8146,6070500
2000-12-14,86.6452,87.0438,85.4694,85.7086,7678400
2000-12-15,85.1580,85.1580,83.5188,83.7786,9065300
2000-12-18,84.4783,85.3778,84.2884,84.8981,7235400
2000-12-19,84.7382,86.3374,83.1689,83.1689,9616600
2000-12-20,82.2794,82.4793,80.6602,80.7602,9994300
2000-12-21,80.6002,82.4293,80.3003,81.3199,14331500
2000-12-22,82.5193,83.8686,82.4193,83.7587,10182900
2000-12-26,83.6987,84.6582,83.3388,84.6582,4665300
2000-12-27,84.2784,85.5477,83.9586,85.2779,4854100
2000-12-28,84.9581,85.6377,84.8181,85.5378,8358700
2000-12-29,85.7577,85.8976,83.9186,83.9186,8774600
2001-01-02,84.4383,84.5383,81.5997,82.3993,8737500
2001-01-03,82.0795,86.9971,81.6597,86.3574,19431600
2001-01-04,86.3174,86.6572,85.0780,85.4278,9219000
2001-01-05,85.3778,85.4778,82.6392,82.6392,12911400
2001-01-08,83.0790,83.2789,81.6797,83.2789,6625300
2001-01-09,83.8286,84.1185,82.7891,83.0590,5702400
2001-01-10,82.5193,84.5183,82.3993,84.5183,8746100
2001-01-11,83.8586,85.3878,83.8586,84.5983,7245100
2001-01-12,84.8781,85.5378,83.9785,84.4383,7244000
2001-01-16,84.4383,85.1980,84.1285,84.9780,8542200
2001-01-17,86.2574,86.3873,84.8481,85.3679,7851400
2001-01-18,85.3579,86.8071,85.0380,86.2174,8107000
2001-01-19,87.1170,87.1170,85.6377,85.7277,7782500
2001-01-22,85.8776,86.8571,85.4378,86.2974,7050900
2001-01-23,86.0175,87.4168,85.8176,86.9771,8463100
2001-01-24,87.1570,87.8367,86.8971,87.2370,6199900
2001-01-25,87.1570,87.7967,86.7772,87.0170,10818300
2001-01-26,86.4573,87.0770,86.0075,86.9171,7136800
2001-01-29,86.6772,87.5728,86.5941,87.3809,6705900
2001-01-30,87.1890,88.2253,86.8627,88.1485,7069100
2001-01-31,87.8926,88.7242,87.3809,87.6496,9706900
2001-02-01,87.7007,88.2445,87.1570,88.2317,8239100
2001-02-02,87.8926,88.2700,86.1975,86.2295,8276600
2001-02-05,86.2295,86.9587,86.1975,86.8627,4352900
2001-02-06,86.5493,87.4449,86.4981,86.6069,7106700
2001-02-07,86.1783,86.6133,85.5130,86.1591,5748700
2001-02-08,86.2295,86.6133,85.1420,85.1548,5943300
2001-02-09,85.3019,85.3019,83.9650,84.3360,9913000
2001-02-12,84.2464,85.3979,84.2464,85.3019,5804400
2001-02-13,85.5258,85.8265,84.4383,84.6047,6587600
2001-02-14,84.8541,84.8541,83.5812,84.4767,8400100
2001-02-15,84.9757,85.4107,84.4319,85.2955,5929800
2001-02-16,83.7987,83.9842,82.7112,83.4148,6434900
2001-02-20,83.8242,83.8882,81.9436,82.1291,5760000
2001-02-21,81.8156,82.4169,80.2804,80.3572,10910800
2001-02-22,80.8241,80.9457,78.6940,80.4787,21281600
2001-02-23,80.0117,80.3060,77.9136,79.9350,20173000
2001-02-26,80.4723,81.6365,79.6407,81.6365,11503700
2001-02-27,81.1120,81.7772,80.2868,80.8817,11415000
2001-02-28,81.0800,81.1376,78.8539,79.2889,14825800
2001-03-01,79.3528,79.7047,77.8816,79.7047,14672000
2001-03-02,78.3613,80.3763,78.2334,79.0714,12564300
2001-03-05,79.4168,79.8198,79.1993,79.7942,5293200
2001-03-06,80.8241,81.7197,80.2740,80.6514,6917000
2001-03-07,81.1759,81.2655,80.4467,81.2271,6371700
2001-03-08,80.9840,81.3934,80.6898,81.3167,6055000
2001-03-09,80.6642,80.6642,78.7515,78.9115,10020300
2001-03-12,78.2590,78.3613,75.3228,75.5339,13972900
2001-03-13,76.3783,77.0436,75.1821,76.7749,12888000
2001-03-14,74.8751,76.3079,74.0435,75.2589,19883400
2001-03-15,75.7706,76.0329,75.0734,75.2781,10370300
2001-03-16,75.1321,75.3053,73.6439,73.7722,58514600
2001-03-19,74.2533,75.4913,73.6504,75.2732,10067800
2001-03-20,75.6260,75.9852,73.1949,73.2527,15083900
2001-03-21,73.2398,73.9326,71.7774,72.0083,19004600
2001-03-22,71.8543,72.2264,69.3014,71.2770,28624800
2001-03-23,72.6433,73.5477,71.5208,73.4323,12861700
2001-03-26,74.2148,74.5805,73.6183,74.3688,9943800
2001-03-27,74.1635,76.1071,73.9454,75.8890,12880700
2001-03-28,74.9846,75.0166,73.7017,73.7915,10953300
2001-03-29,73.5734,74.7280,71.9313,74.0737,12060300
2001-03-30,74.1186,74.8499,73.4451,74.8499,9183600
2001-04-02,74.5997,75.2925,72.9961,73.2527,10561000
2001-04-03,73.1116,73.2206,70.5971,70.8088,12836000
2001-04-04,70.9242,71.9056,70.1096,71.1038,14884300
2001-04-05,72.6754,74.0801,72.1622,73.7979,21522800
2001-04-06,73.1180,73.3810,71.8800,72.6754,14937800
2001-04-09,73.1244,73.7594,72.3418,73.4836,9034300
2001-04-10,74.0545,75.5298,73.8749,74.8242,17873600
2001-04-11,76.1905,76.3252,74.4971,74.8755,12722300
2001-04-12,74.5997,76.2931,74.3816,76.2354,9233200
2001-04-16,75.8762,76.2610,74.9910,75.4336,7350000
2001-04-17,75.2476,76.7549,75.0615,76.4984,10924700
2001-04-18,77.6530,80.8217,77.4156,79.5388,32481600
2001-04-19,79.6992,80.7191,79.2694,80.5972,13809900
2001-04-20,80.1161,80.4368,79.3207,79.8595,7626700
2001-04-23,79.3143,79.4682,78.1982,78.4099,8451800
2001-04-24,78.5895,79.3143,77.6786,77.9865,10044700
2001-04-25,77.8839,79.3271,77.5824,79.0064,8249000
2001-04-26,79.3656,80.3214,79.2181,79.3592,10590400
2001-04-27,80.1289,80.7191,79.6671,80.6806,7938700
2001-04-30,81.1103,81.6363,79.9686,81.2450,10766900
2001-05-01,80.2251,81.5593,79.9237,81.4952,10578000
2001-05-02,81.7261,81.9057,80.8217,81.3477,9572900
2001-05-03,80.9051,80.9179,79.6799,80.3149,9926200
2001-05-04,79.3143,81.6876,79.1796,81.6812,12145300
2001-05-07,81.3733,81.7069,80.9692,80.9756,7185200
2001-05-08,81.3733,81.5273,80.5395,80.9371,6952600
2001-05-09,80.3406,81.1745,80.2187,80.5972,9507400
2001-05-10,81.6299,81.7838,80.6742,80.8345,6872400
2001-05-11,80.8217,81.1360,79.7954,80.2765,7734400
2001-05-14,80.1161,80.4625,79.8339,80.4368,7914000
2001-05-15,80.5330,81.1424,80.0840,80.8089,9782200
2001-05-16,80.0776,82.8743,79.9365,82.7139,14909000
2001-05-17,82.7460,83.4388,82.4638,82.8422,11824600
2001-05-18,82.8037,83.2207,82.1687,83.2207,6683100
2001-05-21,83.2848,84.5677,82.8422,84.4458,11531500
2001-05-22,84.5613,84.7281,84.0738,84.3368,8342700
2001-05-23,84.0610,84.0610,82.9064,82.9064,12330800
2001-05-24,83.0475,83.3875,82.4574,83.1501,7902800
2001-05-25,83.1629,83.1950,82.0404,82.1687,7425000
2001-05-29,82.2457,82.3291,81.3990,81.5144,9003900
2001-05-30,81.2001,81.5209,80.1802,80.3727,10041800
2001-05-31,80.4561,81.3092,80.3470,80.7896,9874200
2001-06-01,80.9500,81.5273,80.2572,81.2899,8848300
2001-06-04,81.3348,81.7389,80.8730,81.6812,5623500
2001-06-05,81.7774,82.8935,81.6363,82.6177,9115400
2001-06-06,82.6370,82.6370,81.6940,81.9314,12064900
2001-06-07,81.4952,82.3291,81.4631,82.2264,7355300
2001-06-08,81.9121,82.0212,80.9115,81.4631,8170600
2001-06-11,81.2771,81.4567,80.4432,80.8858,7012200
2001-06-12,80.0904,81.2964,79.5645,80.7447,9364400
2001-06-13,80.9307,81.1937,79.9557,80.0520,7629400
2001-06-14,79.6543,79.7312,78.0956,78.2559,12603000
2001-06-15,77.7770,78.7354,77.4489,78.3816,16821100
2001-06-18,78.2530,78.7612,77.7770,78.0021,11368300
2001-06-19,78.7226,79.0506,77.7641,78.3430,7732300
2001-06-20,77.9571,79.0313,77.8992,78.7547,8787200
2001-06-21,78.6196,79.9641,78.5746,79.6489,12259100
2001-06-22,79.4366,79.5009,78.5811,79.0249,12212000
2001-06-25,79.3015,79.4044,78.1565,78.2980,8406800
2001-06-26,77.7705,78.7290,77.5583,78.1887,8005800
2001-06-27,78.2208,78.6325,77.7770,78.1436,10105100
2001-06-28,78.4781,79.7261,78.4331,78.5746,10269300
2001-06-29,78.9927,79.7711,78.6454,78.8641,9824200
2001-07-02,78.9927,79.9705,78.8770,79.8483,8522200
2001-07-03,79.7518,79.8290,79.1536,79.8290,3303100
2001-07-05,79.1664,79.5395,78.2594,78.2723,5517900
2001-07-06,78.0343,78.1501,76.5805,76.5805,11665900
2001-07-09,76.8635,77.5390,76.6770,76.9986,8339300
2001-07-10,77.3782,77.6033,76.0402,76.0723,8630700
2001-07-11,75.9694,76.4776,75.3197,76.1495,15328600
2001-07-12,76.8700,78.1372,76.7478,77.9571,12002800
2001-07-13,77.7319,78.6840,77.5904,78.6325,10433800
2001-07-16,78.3302,78.6582,77.3782,77.6483,6915300
2001-07-17,77.3203,78.4460,77.0823,78.3752,7469800
2001-07-18,77.5518,78.2466,77.2302,77.8413,7709300
2001-07-19,78.5939,79.1085,77.6805,78.5232,10082900
2001-07-20,77.9314,78.4395,77.7834,78.0536,6705800
2001-07-23,78.3495,78.4009,76.5162,76.5162,8065200
2001-07-24,76.5483,76.6770,75.1010,75.7764,12269000
2001-07-25,75.8536,76.8571,75.5577,76.6127,12088500
2001-07-26,76.5869,77.7384,76.2653,77.4167,12898200
2001-07-27,77.7255,78.0600,77.1337,77.7126,8478800
2001-07-30,77.9571,78.0600,77.3846,77.7384,8547700
2001-07-31,77.8349,78.9155,77.7062,78.0600,11918100
2001-08-01,78.4588,78.9284,78.1887,78.5489,11940800
2001-08-02,79.2693,79.2822,78.4074,78.8705,11070100
2001-08-03,78.7097,78.7097,77.7705,78.4395,10816300
2001-08-06,78.0600,78.1629,77.2559,77.3846,8550100
2001-08-07,77.3653,77.9635,77.1337,77.6869,8865100
2001-08-08,77.2688,77.9378,76.1817,76.2460,15183800
2001-08-09,76.3554,76.5290,75.8150,76.4711,14118500
2001-08-10,76.4197,77.0887,75.4805,76.7349,11173300
2001-08-13,76.9343,77.0951,76.4261,76.7542,7431600
2001-08-14,77.2817,77.4167,76.4197,76.7220,13178100
2001-08-15,76.6963,76.9407,75.9565,76.0595,8520600
2001-08-16,75.7764,76.3875,75.2618,76.3232,10734700
2001-08-17,75.6799,75.8215,74.6250,75.1010,11604600
2001-08-20,75.1332,75.8408,74.9723,75.7957,10417400
2001-08-21,75.7764,76.2524,74.4899,74.5028,14480800
2001-08-22,75.1010,75.5384,74.4770,75.2747,11752300
2001-08-23,75.2361,75.5963,74.9337,75.0045,8744100
2001-08-24,75.3969,76.6320,75.0946,76.5612,11687700
2001-08-27,76.5290,76.6770,76.0723,76.1045,7425100
2001-08-28,76.0852,76.2203,74.9916,74.9916,12046600
2001-08-29,75.3454,75.3776,74.0846,74.3226,16180000
2001-08-30,73.8788,74.4513,72.0712,72.8946,17692600
2001-08-31,72.9461,73.8273,72.7724,73.4285,15985400
2001-09-04,73.2355,74.7279,72.9268,72.9589,24473400
2001-09-05,73.1390,73.4542,72.0133,73.1390,21477100
2001-09-06,72.4636,72.8817,71.2543,71.2543,21653000
2001-09-07,70.7718,71.5630,69.8777,69.9356,33133900
2001-09-10,69.2795,70.9841,69.2795,70.7911,23408700
2001-09-17,64.9696,68.4432,64.3263,67.0924,32388700
2001-09-18,67.1117,67.7356,66.4877,66.9316,22029200
2001-09-19,66.9637,67.2210,63.4000,65.5807,42771800
2001-09-20,64.5836,65.4906,63.4000,63.4965,36210900
2001-09-21,60.8769,63.9182,60.5670,62.8140,49782100
2001-09-24,64.3895,65.3194,63.9634,65.0223,25549600
2001-09-25,65.0546,65.8617,64.5058,65.7003,25466200
2001-09-26,66.0877,66.1200,64.8480,65.4679,18587500
2001-09-27,65.3775,66.0490,64.5703,66.0361,20536800
2001-09-28,66.4945,70.7820,66.1846,67.4373,21687200
2001-10-01,67.0886,67.3598,66.3977,67.3275,20457400
2001-10-02,67.1532,68.1734,66.9272,68.1734,19833100
2001-10-03,67.5406,69.6585,67.3791,69.3163,32045800
2001-10-04,69.9232,70.3623,68.9288,69.3744,32674100
2001-10-05,69.2517,69.4906,68.1346,69.2388,29796100
2001-10-08,68.6189,69.2840,68.3606,68.7868,12970300
2001-10-09,68.8384,68.9288,68.1863,68.4187,15976300
2001-10-10,68.3154,70.0911,68.1346,69.9426,19987400
2001-10-11,70.3494,71.2211,70.3494,71.0274,23006300
2001-10-12,70.4785,70.9563,69.2840,70.7045,31360500
2001-10-15,70.1428,70.6722,69.7747,70.5754,16873000
2001-10-16,70.8982,71.4213,70.3494,71.0209,15877100
2001-10-17,71.7183,71.7699,69.5100,69.5100,28542300
2001-10-18,69.6197,69.8393,68.9288,69.3615,16510000
2001-10-19,69.0903,69.6779,68.4510,69.3163,21912500
2001-10-22,69.2840,70.7497,69.2259,70.6851,17540600
2001-10-23,71.0015,71.2082,69.9813,70.3236,22062500
2001-10-24,70.3688,70.6722,69.8780,70.1363,16065200
2001-10-25,69.3808,71.4148,68.9224,71.3954,27467900
2001-10-26,70.9951,72.1832,70.8143,71.2340,18623300
2001-10-29,71.1307,71.3825,69.3808,69.3808,18727500
2001-10-30,69.3163,69.5423,68.1604,68.5479,26178600
2001-10-31,69.0257,69.6456,68.3154,68.3154,28124200
2001-11-01,68.8320,70.3881,68.2508,70.0653,29806800
2001-11-02,70.0201,70.6270,69.6520,70.5431,17575900
2001-11-05,71.1049,71.7312,70.9951,71.4664,15929500
2001-11-06,71.2534,72.6287,70.9305,72.5771,23245800
