date,spy_price,Volume,spy_daily_pct_change,2x_daily_pct_change,3x_daily_pct_change,10x_daily_pct_change,1x_price,2x_price,3x_price,10x_price,spy_norm
2009-04-06,835.47998046875,6210000000,-0.008332367396142404,-0.016664734792284808,-0.02499710218842721,-0.08332367396142404,2.199963147795416,2.571835665695803,1.5827202667831797,1.5858470742209224e-11,2.199963147795421
2009-04-07,815.5499877929688,5155580000,-0.02385454246862917,-0.04770908493725834,-0.07156362740588751,-0.2385454246862917,2.147484033456911,2.4491357394764517,1.4694550633233614,1.2075505104133793e-11,2.147484033456916
2009-04-08,825.1599731445312,5938460000,0.011783441230339475,0.02356688246067895,0.035350323691018426,0.11783441230339475,2.172788785358243,2.506854233578941,1.5214007754612482,1.3498415151346042e-11,2.172788785358248
2009-04-09,856.5599975585938,7600710000,0.0380532568665477,0.0761065137330954,0.1141597705996431,0.380532568665477,2.2554704751242345,2.6976421697336854,1.6950835389780234,1.8635001741800745e-11,2.2554704751242394
2009-04-13,858.72998046875,6434890000,0.0025333694269418228,0.0050667388538836455,0.007600108280825468,0.025333694269418228,2.2611844150692844,2.7113104181289502,1.7079663574193014,1.91070951786376e-11,2.2611844150692892
2009-04-14,841.5,7569840000,-0.02006449158715151,-0.04012898317430302,-0.060193474761454535,-0.20064491587151512,2.2158148993961286,2.602508287979541,1.6051579275905692,1.5273353673970826e-11,2.2158148993961335
2009-04-15,852.0599975585938,6241100000,0.012549016706588034,0.02509803341317607,0.0376470501197641,0.12549016706588034,2.2436211975873572,2.667826127949319,1.665587388540708,1.7190009378173702e-11,2.2436211975873617
2009-04-16,865.2999877929688,6598670000,0.015538800404093056,0.031077600808186112,0.04661640121227917,0.15538800404093056,2.2784843795590595,2.7507357633793768,1.743231078499034,1.9861130624892992e-11,2.278484379559064
2009-04-17,869.5999755859375,7352010000,0.004969360746134077,0.009938721492268154,0.014908082238402232,0.04969360746134077,2.28980699039552,2.778074560030426,1.7692193107778362,2.0848101853904838e-11,2.2898069903955247
2009-04-20,832.3900146484375,6973960000,-0.04278974468970964,-0.08557948937941928,-0.12836923406912892,-0.4278974468970964,2.1918267338877833,2.5403283577250675,1.5421059829529733,1.1927252297968334e-11,2.1918267338877877
2009-04-21,850.0800170898438,7436490000,0.021252059887909347,0.042504119775818694,0.06375617966372804,0.21252059887909347,2.238407566900287,2.6483027785117224,1.640424769062633,1.4462039099314608e-11,2.2384075669002916
2009-04-22,843.5499877929688,7327860000,-0.007681664273476052,-0.015363328546952104,-0.023044992820428156,-0.07681664273476052,2.2212128714641506,2.607616032833641,1.602621192037132,1.3351113808606421e-11,2.221212871464155
2009-04-23,851.9199829101562,6563100000,0.009922346320087705,0.01984469264017541,0.029767038960263115,0.09922346320087705,2.2432525148254543,2.659363371528818,1.6503264794990447,1.4675857558285402e-11,2.2432525148254587
2009-04-24,866.22998046875,7114440000,0.016797349335216705,0.03359469867043341,0.050392048005650114,0.16797349335216705,2.280933210964081,2.748703882650516,1.733489810678956,1.7141012620289407e-11,2.2809332109640854
2009-04-27,857.510009765625,5613460000,-0.0100665768903615,-0.020133153780723,-0.0301997306710845,-0.100665768903615,2.257972021414132,2.6933638046834427,1.6811388852753824,1.5415499405081406e-11,2.2579720214141363
2009-04-28,855.1599731445312,6328000000,-0.0027405354973477625,-0.005481070994695525,-0.008221606492043287,-0.027405354973477625,2.251783968937428,2.6786012864554296,1.6673172229021758,1.4993032171791717e-11,2.2517839689374326
2009-04-29,873.6400146484375,6101620000,0.021610040324914648,0.043220080649829296,0.06483012097474394,0.21610040324914648,2.300445111309162,2.79437065008477,1.7754096001661979,1.823303247004333e-11,2.300445111309167
2009-04-30,872.8099975585938,6862540000,-0.0009500676204463598,-0.0019001352408927197,-0.0028502028613390795,-0.009500676204463598,2.298259532896293,2.7890609679364275,1.7703493226437552,1.8059806332319977e-11,2.298259532896298
2009-05-01,877.52001953125,5312170000,0.005396388659423046,0.010792777318846092,0.016189165978269138,0.05396388659423046,2.3106618345760257,2.8191626818920508,1.7990098016675513,1.9034383673151057e-11,2.3106618345760306
2009-05-04,907.239990234375,7038840000,0.03386813980494785,0.0677362796098957,0.10160441941484355,0.3386813980494785,2.3889196526314036,3.010122273578474,1.9817971480875958,2.5480975346584023e-11,2.388919652631409
2009-05-05,903.7999877929688,6882860000,-0.0037917226736418064,-0.007583445347283613,-0.011375168020925419,-0.037917226736418064,2.3798615318190124,2.9872951758281507,1.9592538725447086,2.451480742690252e-11,2.3798615318190177
2009-05-06,919.530029296875,8555040000,0.01740433914180306,0.03480867828360612,0.05221301742540918,0.1740433914180306,2.4212814490293213,3.0912789725417213,2.061552429132686,2.8781447651440558e-11,2.421281449029327
2009-05-07,907.3900146484376,9120100000,-0.01320241238637998,-0.02640482477275996,-0.03960723715913994,-0.1320241238637998,2.3893146928357445,3.00965429294804,1.9799000331560268,2.49816022417273e-11,2.3893146928357503
2009-05-08,929.22998046875,8163280000,0.02406899510435334,0.04813799020870668,0.07220698531306002,0.2406899510435334,2.4468230964803674,3.1545330018335647,2.122862645771451,3.099442286227767e-11,2.446823096480373
2009-05-11,909.239990234375,6150600000,-0.02151242496964101,-0.04302484993928202,-0.06453727490892303,-0.21512424969641009,2.3941859982033487,3.0188096928011627,1.9858588756074151,2.4326770899256926e-11,2.3941859982033544
2009-05-12,908.3499755859376,6871750000,-0.0009788555914791441,-0.0019577111829582883,-0.0029365667744374324,-0.009788555914791441,2.391842435851966,3.012899735306343,1.9800272684145848,2.408864694208323e-11,2.391842435851972
2009-05-13,883.9199829101562,7091820000,-0.02689491201893035,-0.0537898240378607,-0.08068473605679105,-0.2689491201893035,2.3275140439765836,2.8508363887004977,1.820269290877305,1.7610026540459188e-11,2.3275140439765893
2009-05-14,893.0700073242188,6134870000,0.010351643351174777,0.020703286702349555,0.031054930053524332,0.10351643351174777,2.35160763925468,2.909858071797255,1.876797626384078,1.9432953681974746e-11,2.3516076392546856
2009-05-15,882.8800048828125,5439720000,-0.01141008247711417,-0.02282016495422834,-0.03423024743134251,-0.1141008247711417,2.324775602136972,2.843454630605449,1.8125543792543948,1.7215637639122032e-11,2.324775602136978
2009-05-18,909.7100219726562,5702150000,0.030389200051489373,0.06077840010297875,0.09116760015446812,0.30389200051489373,2.3954236729851344,3.016275253819055,1.9778006121604896,2.244733220141433e-11,2.39542367298514
2009-05-19,908.1300048828124,6616270000,-0.0017368359715523862,-0.0034736719431047725,-0.005210507914657159,-0.017368359715523862,2.3912632149827857,3.0057977030971825,1.9674952664172136,2.2057458861086302e-11,2.3912632149827915
2009-05-20,903.469970703125,8205060000,-0.005131461524926384,-0.010262923049852768,-0.015394384574779152,-0.05131461524926384,2.3789925397991296,2.974949432566872,1.9372068876369295,2.0925588846253192e-11,2.3789925397991354
2009-05-21,888.3300170898438,6019840000,-0.016757561517510733,-0.033515123035021466,-0.0502726845525322,-0.16757561517510733,2.3391264259637468,2.875243636311426,1.8398182968617653,1.7418970422440948e-11,2.339126425963752
2009-05-22,887.0,5155320000,-0.00149721056843366,-0.00299442113686732,-0.00449163170530098,-0.0149721056843366,2.3356242611578915,2.866633945993212,1.8315545106675881,1.715817175636383e-11,2.335624261157897
2009-05-26,910.3300170898438,5667050000,0.02630216131887675,0.0526043226377535,0.07890648395663025,0.2630216131887675,2.3970562272551486,3.0174312829725753,1.9760760372792738,2.167114177109259e-11,2.3970562272551543
2009-05-27,893.0599975585938,5698800000,-0.018971163431981575,-0.03794232686396315,-0.056913490295944724,-0.18971163431981575,2.351581281812242,2.902942918944482,1.863610652907531,1.755987404812219e-11,2.3515812818122477
2009-05-28,906.8300170898438,5738980000,0.015418918738823617,0.030837837477647234,0.04625675621647085,0.15418918738823617,2.3878401225042434,2.992463400885779,1.9498152365614927,2.0267416758241926e-11,2.3878401225042496
2009-05-29,919.1400146484376,6050420000,0.01357475748111936,0.02714951496223872,0.04072427244335808,0.1357475748111936,2.420254473070925,3.0737073307620792,2.0292200434694334,2.301866943086101e-11,2.420254473070931
2009-06-01,942.8699951171876,6370440000,0.025817590454732198,0.051635180909464395,0.0774527713641966,0.258175904547322,2.482739611852904,3.232418764848726,2.1863887595439166,2.896153523264934e-11,2.48273961185291
2009-06-02,944.739990234375,5987340000,0.0019833011198484574,0.003966602239696915,0.005949903359545372,0.019833011198484574,2.487663632105384,3.2452404843610134,2.199397561369599,2.953592968524378e-11,2.4876636321053898
2009-06-03,931.760009765625,5323770000,-0.013739209309357014,-0.02747841861871403,-0.04121762792807104,-0.13739209309357014,2.4534851007726126,3.156066407813343,2.10874361101916,2.5477926484323623e-11,2.4534851007726184
2009-06-04,942.4600219726562,5352890000,0.011483656837475431,0.022967313674950862,0.03445097051242629,0.11483656837475431,2.481660081725744,3.2285527749805674,2.1813918749806485,2.8403724131087617e-11,2.4816600817257504
2009-06-05,940.0900268554688,5277910000,-0.002514690344346815,-0.00502938068869363,-0.007544071033040445,-0.02514690344346815,2.4754194750802774,3.2123151540016517,2.164935299724897,2.768945842292825e-11,2.4754194750802836
2009-06-08,939.1400146484376,4483430000,-0.001010554499986438,-0.002021108999972876,-0.003031663499959314,-0.01010554499986438,2.472917928790381,3.2058227149331495,2.1583719443969476,2.7409641354813474e-11,2.4729179287903875
2009-06-09,942.4299926757812,4439950000,0.0035031816087351952,0.0070063632174703905,0.010509544826205586,0.03503181608735195,2.4815810093984307,3.2282838732847883,2.181055451098212,2.8369850869775576e-11,2.4815810093984374
2009-06-10,939.1500244140624,5379420000,-0.0034803309393902637,-0.0069606618787805274,-0.010440992818170791,-0.03480330939390264,2.472944286232818,3.205812880794133,2.1582830667972632,2.73824861724959e-11,2.4729442862328246
2009-06-11,944.8900146484376,5500840000,0.006111899148335098,0.012223798296670196,0.018335697445005295,0.06111899148335098,2.4880586723097244,3.245000090825828,2.197856692110736,2.905607611166565e-11,2.488058672309731
2009-06-12,946.2100219726562,4528120000,0.0013969957389270427,0.0027939914778540853,0.004190987216781128,0.013969957389270427,2.491534479673142,3.254066593425231,2.207067881411689,2.946198825684502e-11,2.4915344796731485
2009-06-15,923.719970703125,4697880000,-0.023768561680042266,-0.04753712336008453,-0.0713056850401268,-0.23768561680042266,2.432314288715079,3.099377628351646,2.049691394197567,2.2459297405850003e-11,2.432314288715085
2009-06-16,911.969970703125,4951200000,-0.012720305257724385,-0.02544061051544877,-0.038160915773173154,-0.12720305257724385,2.4013745084798983,3.0205275692684563,1.971473293542596,1.9602406217085708e-11,2.4013745084799045
2009-06-17,910.7100219726562,5523650000,-0.0013815682214813885,-0.002763136442962777,-0.004144704664444165,-0.013815682214813885,2.398056845771107,3.012181439464837,1.963302118987023,1.933158560214476e-11,2.398056845771113
2009-06-18,918.3699951171876,4684010000,0.00841099028199932,0.01682198056399864,0.02523297084599796,0.0841099028199932,2.4182268785965695,3.062852297094752,2.0128420641173084,2.0957563388497537e-11,2.4182268785965757
2009-06-19,921.22998046875,5713390000,0.003114197291689047,0.006228394583378094,0.009342591875067141,0.03114197291689047,2.4257577141925846,3.081928949751664,2.0316472260313243,2.1610223259946144e-11,2.425757714192591
2009-06-22,893.0399780273438,4903940000,-0.030600396251826645,-0.06120079250365329,-0.09180118875547993,-0.30600396251826645,2.3515285669273664,2.8933124555869103,1.8451395955498755,1.4997409311498215e-11,2.351528566927372
2009-06-23,895.0999755859375,5071020000,0.0023067249051313965,0.004613449810262793,0.0069201747153941895,0.023067249051313965,2.356952896437826,2.9066606073861685,1.8579082839253724,1.534335828721104e-11,2.3569528964378317
2009-06-24,900.9400024414062,4636720000,0.006524440861084724,0.013048881722169448,0.01957332258325417,0.06524440861084724,2.372330696222997,2.94458927785844,1.8942737220967438,1.6344426624764467e-11,2.3723306962230026
2009-06-25,920.260009765625,4911240000,0.021444277390130884,0.04288855478026177,0.06433283217039265,0.21444277390130884,2.423203613733925,3.070878456407243,2.0161377155451787,1.9849370808005367e-11,2.4232036137339312
2009-06-26,918.9000244140624,6076660000,-0.001477827284822486,-0.002955654569644972,-0.004433481854467458,-0.01477827284822486,2.4196225373168687,3.0618020004647386,2.007199205567202,1.9556031390339075e-11,2.419622537316875
2009-06-29,927.22998046875,4211760000,0.009065138571521025,0.01813027714304205,0.027195415714563076,0.09065138571521025,2.4415567509084215,3.117313319290285,2.0617858223845427,2.1328812734963463e-11,2.4415567509084277
2009-06-30,919.3200073242188,4627570000,-0.008530756458643096,-0.017061512917286192,-0.02559226937592929,-0.08530756458643096,2.420728424886466,3.0641272378259856,2.0090200442226056,1.9509303665023677e-11,2.420728424886472
2009-07-01,923.3300170898438,3919400000,0.004361930267673175,0.00872386053534635,0.013085790803019526,0.04361930267673175,2.431287473472795,3.0908582565113356,2.0353096602403755,2.0360285886600616e-11,2.431287473472801
2009-07-02,896.4199829101562,3931000000,-0.029144546025377416,-0.05828909205075483,-0.08743363807613225,-0.29144546025377416,2.3604287038012437,2.9106949350817106,1.8573551320340629,1.4426372995481877e-11,2.3604287038012495
2009-07-06,898.719970703125,4712580000,0.0025657480163505664,0.005131496032701133,0.007697244049051699,0.025657480163505664,2.3664849690657586,2.9256311545934857,1.8716516477710876,1.4796517374444787e-11,2.3664849690657643
2009-07-07,881.030029296875,4673300000,-0.019683485382449017,-0.039366970764898035,-0.05905045614734705,-0.19683485382449017,2.3199042967693675,2.810457918461729,1.761129764221271,1.1884047039934419e-11,2.3199042967693733
2009-07-08,879.5599975585938,5721780000,-0.001668537608706111,-0.003337075217412222,-0.005005612826118333,-0.01668537608706111,2.316033449201609,2.80107920899245,1.7523142304850263,1.1685757245636788e-11,2.3160334492016146
2009-07-09,882.6799926757812,4347170000,0.003547222617954038,0.007094445235908076,0.010641667853862113,0.03547222617954038,2.3242489354365548,2.8209513120420877,1.770961776501444,1.2100277069733218e-11,2.324248935436561
2009-07-10,879.1300048828125,3912080000,-0.00402182877421664,-0.00804365754843328,-0.012065486322649921,-0.0402182877421664,2.3149012041895736,2.7982605457272176,1.74959426140913,1.161362464478275e-11,2.31490120418958
2009-07-13,901.0499877929688,4499440000,0.024933721734452963,0.049867443468905925,0.07480116520335889,0.24933721734452963,2.3726203066575864,2.9378026453025394,1.880465950795643,1.4509333496996732e-11,2.3726203066575926
2009-07-14,905.8400268554688,4149030000,0.005316063622877065,0.01063212724575413,0.015948190868631196,0.05316063622877065,2.3852333071607084,2.969037736850309,1.9104559807008938,1.5280658896952492e-11,2.3852333071607146
2009-07-15,932.6799926757812,5238830000,0.02962991811422233,0.05925983622844466,0.088889754342667,0.2962991811422233,2.4559075747351957,3.1449824268921303,2.0802759435078753,1.9808305615433146e-11,2.455907574735202
2009-07-16,940.739990234375,4898640000,0.008641760970416357,0.017283521940832713,0.02592528291124907,0.08641760970416357,2.477130940961492,3.1993387996708536,2.1342076858767824,2.152009203900844e-11,2.4771309409614988
2009-07-17,940.3800048828124,5141380000,-0.00038266189946167817,-0.0007653237989233563,-0.0011479856983850345,-0.0038266189946167817,2.4761830373304083,3.1968902695466466,2.1317576459760126,2.143774284604607e-11,2.476183037330415
2009-07-20,951.1300048828124,4853150000,0.01143154888894049,0.02286309777788098,0.03429464666682147,0.1143154888894049,2.504489644779616,3.269981084364448,2.204865521224055,2.388840890017717e-11,2.504489644779623
2009-07-21,954.5800170898438,5309300000,0.003627277227424175,0.00725455445484835,0.010881831682272525,0.03627277227424175,2.5135741230344446,3.2937033402072937,2.228858496708061,2.4754907716207264e-11,2.513574123034452
2009-07-22,954.0700073242188,4634100000,-0.0005342765996504406,-0.0010685531993008812,-0.0016028297989513218,-0.005342765996504406,2.5122311791990204,3.2901838429655674,2.2252860158918915,2.4622648037014508e-11,2.512231179199028
2009-07-23,976.2899780273438,5761650000,0.023289664838582524,0.04657932967716505,0.06986899451574757,0.23289664838582524,2.5707402013596026,3.4434384008855425,2.380764512332212,3.0357180239219004e-11,2.57074020135961
2009-07-24,979.260009765625,4458300000,0.003042161453180592,0.006084322906361184,0.009126484359541776,0.03042161453180592,2.5785608081063205,3.464389392024694,2.402492522417764,3.128069467472908e-11,2.578560808106328
2009-07-27,982.1799926757812,4631290000,0.0029818259512661704,0.005963651902532341,0.008945477853798511,0.029818259512661704,2.58624962764085,3.485049804413555,2.4239839660709683,3.221343054627649e-11,2.586249627640857
2009-07-28,979.6199951171876,5490350000,-0.0026064444171982615,-0.005212888834396523,-0.007819333251594784,-0.026064444171982615,2.5795087117374043,3.4668826272008118,2.405030027643737,3.1373805384215026e-11,2.5795087117374114
2009-07-29,975.1500244140624,5178770000,-0.004562963930304975,-0.00912592786060995,-0.013688891790914925,-0.04562963930304975,2.567738506527839,3.435244106443775,2.372107831841421,2.9942229960969215e-11,2.567738506527846
2009-07-30,986.75,6035180000,0.011895580470202782,0.023791160940405565,0.03568674141060835,0.11895580470202782,2.598283246558679,3.5169725518497588,2.4567606306344243,3.3504032020549475e-11,2.5982832465586863
2009-07-31,987.47998046875,5139070000,0.0007397825880415265,0.001479565176083053,0.0022193477641245796,0.007397825880415265,2.6002054112632833,3.522176141962716,2.4622130368470123,3.375188901572936e-11,2.6002054112632904
2009-08-03,1002.6300048828124,5603440000,0.015342107904679603,0.030684215809359205,0.04602632371403881,0.15342107904679603,2.6400980432572165,3.630251354821276,2.5755396511338593,3.8930140248390265e-11,2.6400980432572236
